event_file,label,pred,ChannelLocation
MEG0032_183,0,0.051803183,parietal
MEG0032_48,0,0.011888386,parietal
MEG0032_60,1,0.3753632,parietal
MEG0032_299,1,0.40670618,parietal
MEG0032_120,1,0.6840092,parietal
MEG0032_240,1,0.7993053,parietal
MEG0032_62,1,0.83459616,parietal
MEG0032_65,1,0.8196054,parietal
MEG0032_201,1,0.8509608,parietal
MEG0032_85,1,0.8008388,parietal
MEG0032_8,1,0.73101854,parietal
MEG0032_381,1,0.6912272,parietal
MEG0032_59,1,0.63841623,parietal
MEG0032_5,1,0.73646545,parietal
MEG0032_250,0,0.61492866,parietal
MEG0032_133,0,0.54259,parietal
MEG0032_347,0,0.13743152,parietal
MEG0032_253,0,0.50261486,parietal
MEG0032_273,0,0.12003732,parietal
MEG0032_294,0,0.48490992,parietal
MEG0032_342,0,0.13822605,parietal
MEG0032_251,0,0.37669608,parietal
MEG0032_224,0,0.49085203,parietal
MEG0032_375,0,0.37574992,parietal
MEG0032_274,1,0.5469747,parietal
MEG0032_33,1,0.4543569,parietal
MEG0032_311,1,0.58156824,parietal
MEG0032_287,1,0.776004,parietal
MEG0032_357,1,0.7253192,parietal
MEG0032_151,1,0.61425585,parietal
MEG0032_190,0,0.5960195,parietal
MEG0032_179,0,0.5052474,parietal
MEG0032_208,0,0.659405,parietal
MEG0032_330,0,0.30134782,parietal
MEG0032_47,0,0.5967424,parietal
MEG0032_348,0,0.41221142,parietal
MEG0032_100,0,0.03697314,parietal
MEG0032_116,1,0.3808302,parietal
MEG0032_172,1,0.40587673,parietal
MEG0032_266,1,0.42250004,parietal
MEG0032_91,1,0.5673029,parietal
MEG0032_17,1,0.49973705,parietal
MEG0032_391,0,0.06554351,parietal
MEG0032_227,0,0.21723312,parietal
MEG0032_114,0,0.24044405,parietal
MEG0032_66,0,0.64287204,parietal
MESC0007_2,0,0.3574859,parietal
MESC0007_0,1,0.4730882,parietal
MESC0007_3,1,0.62183625,parietal
MESC0007_1,0,0.25996867,parietal
MESC0013_1,0,0.5702734,parietal
MESC0013_6,1,0.50073195,parietal
MESC0013_0,0,0.34604836,parietal
MESC0013_7,0,0.53128356,parietal
MESC0013_2,1,0.18118487,parietal
MESC0013_3,1,0.35323715,parietal
MESC0013_5,0,0.44501144,parietal
MESC0013_4,1,0.5093984,parietal
MGH0002_1,0,0.31207013,parietal
MGH0002_3,0,0.42721623,parietal
MGH0002_0,1,0.48637462,parietal
MGH0002_2,1,0.40219983,parietal
MUSC0004_3,1,0.6213278,parietal
MUSC0004_1,1,0.7704042,parietal
MUSC0004_0,0,0.21641918,parietal
MUSC0004_2,0,0.20718108,parietal
NYU0014_48,0,0.020708002,parietal
NYU0014_5,0,0.05367935,parietal
NYU0014_34,1,0.12380898,parietal
NYU0014_30,1,0.22071543,parietal
NYU0014_27,1,0.4650156,parietal
NYU0014_16,0,0.3331083,parietal
NYU0014_59,1,0.17795552,parietal
NYU0014_10,1,0.530143,parietal
NYU0014_66,0,0.41574585,parietal
NYU0014_49,1,0.42274827,parietal
NYU0014_51,0,0.23972814,parietal
NYU0014_60,1,0.47380197,parietal
NYU0014_33,1,0.45459476,parietal
NYU0014_19,1,0.19660895,parietal
NYU0014_53,1,0.5577688,parietal
NYU0014_68,1,0.3466816,parietal
NYU0014_43,1,0.51530397,parietal
NYU0014_39,0,0.084811434,parietal
NYU0014_45,0,0.3651177,parietal
NYU0014_17,0,0.15558524,parietal
NYU0014_36,0,0.050420664,parietal
NYU0014_40,0,0.4745778,parietal
NYU0014_22,0,0.34593248,parietal
NYU0014_31,1,0.60039014,parietal
NYU0014_11,1,0.5489197,parietal
NYU0014_3,1,0.6373058,parietal
NYU0014_35,1,0.51240325,parietal
NYU0014_26,0,0.30735725,parietal
NYU0014_24,0,0.4090592,parietal
NYU0014_42,1,0.33701262,parietal
NYU0014_64,1,0.45852032,parietal
NYU0014_32,0,0.04957417,parietal
NYU0014_7,0,0.343693,parietal
NYU0014_69,0,0.35447213,parietal
NYU0014_46,0,0.13880372,parietal
NYU0014_57,0,0.30887032,parietal
NYU0014_13,0,0.20079246,parietal
NYU0014_47,0,0.56073266,parietal
NYU0014_6,0,0.2898048,parietal
NYU0014_56,1,0.29959363,parietal
NYU0014_44,1,0.095186256,parietal
NYU0014_4,1,0.6488119,parietal
NYU0014_58,1,0.6372385,parietal
NYU0014_20,1,0.37130812,parietal
NYU0014_0,1,0.057796456,parietal
NYU0014_61,0,0.54281044,parietal
NYU0014_54,0,0.48917708,parietal
NYU0014_55,1,0.6427105,parietal
NYU0014_52,1,0.48653382,parietal
NYU0014_63,1,0.594166,parietal
NYU0014_50,1,0.06396979,parietal
NYU0014_15,1,0.68857867,parietal
NYU0014_14,1,0.7239315,parietal
NYU0014_37,0,0.47887334,parietal
NYU0014_2,1,0.5444855,parietal
NYU0014_21,0,0.20411864,parietal
NYU0014_12,0,0.42191613,parietal
NYU0014_23,0,0.45830292,parietal
NYU0014_38,1,0.14102644,parietal
NYU0014_41,1,0.68536574,parietal
NYU0014_1,0,0.19404987,parietal
NYU0014_18,0,0.059430376,parietal
NYU0014_29,0,0.20243609,parietal
NYU0014_65,1,0.53121126,parietal
NYU0014_62,0,0.18918912,parietal
NYU0014_8,0,0.14012161,parietal
NYU0014_9,0,0.30589405,parietal
NYU0014_70,0,0.14331841,parietal
NYU0014_71,0,0.38676214,parietal
NYU0014_67,0,0.60365254,parietal
NYU0014_28,1,0.6081871,parietal
NYU0014_25,1,0.47083583,parietal
NYU0032_16,0,0.29358253,parietal
NYU0032_25,0,0.50947195,parietal
NYU0032_35,0,0.082116835,parietal
NYU0032_42,1,0.48494077,parietal
NYU0032_30,1,0.59032035,parietal
NYU0032_19,0,0.13556904,parietal
NYU0032_22,1,0.3239576,parietal
NYU0032_40,0,0.6441431,parietal
NYU0032_29,0,0.29518136,parietal
NYU0032_34,1,0.683267,parietal
NYU0032_21,1,0.4487871,parietal
NYU0032_31,1,0.45299244,parietal
NYU0032_49,0,0.2620813,parietal
NYU0032_41,1,0.53091794,parietal
NYU0032_37,1,0.35513532,parietal
NYU0032_9,0,0.4857702,parietal
NYU0032_2,0,0.4111102,parietal
NYU0032_48,0,0.24734767,parietal
NYU0032_27,1,0.47346252,parietal
NYU0032_33,0,0.61494136,parietal
NYU0032_51,0,0.32259843,parietal
NYU0032_26,1,0.5368478,parietal
NYU0032_38,0,0.3159777,parietal
NYU0032_12,1,0.44579962,parietal
NYU0032_3,1,0.44924697,parietal
NYU0032_39,1,0.7855108,parietal
NYU0032_18,1,0.49014476,parietal
NYU0032_44,0,0.12496181,parietal
NYU0032_11,0,0.346125,parietal
NYU0032_1,1,0.5139922,parietal
NYU0032_20,1,0.5969493,parietal
NYU0032_32,1,0.6051908,parietal
NYU0032_0,0,0.4544468,parietal
NYU0032_4,0,0.2803183,parietal
NYU0032_5,0,0.42734075,parietal
NYU0032_47,1,0.24028577,parietal
NYU0032_24,1,0.10065273,parietal
NYU0032_45,1,0.08456694,parietal
NYU0032_36,1,0.29272926,parietal
NYU0032_46,1,0.521606,parietal
NYU0032_13,0,0.057804145,parietal
NYU0032_7,1,0.16737218,parietal
NYU0032_14,0,0.3693658,parietal
NYU0032_43,0,0.5215408,parietal
NYU0032_50,0,0.19413693,parietal
NYU0032_28,0,0.5254476,parietal
NYU0032_17,1,0.47653124,parietal
NYU0032_10,0,0.40152347,parietal
NYU0032_8,0,0.41461167,parietal
NYU0032_6,1,0.48178416,parietal
NYU0032_23,1,0.12805225,parietal
NYU0032_15,0,0.23858792,parietal
NYU0041_0,1,0.111438155,parietal
NYU0041_25,1,0.3631497,parietal
NYU0041_6,1,0.5623618,parietal
NYU0041_14,0,0.33654848,parietal
NYU0041_16,0,0.33307353,parietal
NYU0041_20,1,0.3064746,parietal
NYU0041_3,1,0.30093557,parietal
NYU0041_28,1,0.38028398,parietal
NYU0041_5,0,0.10913011,parietal
NYU0041_2,1,0.37177548,parietal
NYU0041_24,1,0.23126566,parietal
NYU0041_21,1,0.5960034,parietal
NYU0041_8,0,0.079098545,parietal
NYU0041_12,0,0.42421475,parietal
NYU0041_11,0,0.3774079,parietal
NYU0041_17,1,0.30267182,parietal
NYU0041_15,0,0.6291842,parietal
NYU0041_7,0,0.31705076,parietal
NYU0041_26,0,0.03514254,parietal
NYU0041_29,1,0.3263534,parietal
NYU0041_13,0,0.2273808,parietal
NYU0041_19,0,0.3314262,parietal
NYU0041_18,0,0.49550983,parietal
NYU0041_4,1,0.1078587,parietal
NYU0041_23,1,0.24029404,parietal
NYU0041_1,1,0.030367468,parietal
NYU0041_10,0,0.4276092,parietal
NYU0041_22,1,0.25397128,parietal
NYU0041_9,0,0.2664475,parietal
NYU0041_27,0,0.19760157,parietal
RMH0002_8,1,0.40252033,parietal
RMH0002_9,0,0.19328476,parietal
RMH0002_6,0,0.09757362,parietal
RMH0002_15,1,0.55408555,parietal
RMH0002_10,0,0.11573053,parietal
RMH0002_0,1,0.57112855,parietal
RMH0002_2,1,0.09420593,parietal
RMH0002_1,1,0.28822973,parietal
RMH0002_14,1,0.2966413,parietal
RMH0002_5,0,0.03236805,parietal
RMH0002_3,0,0.099811964,parietal
RMH0002_13,0,0.16693144,parietal
RMH0002_7,1,0.095146075,parietal
RMH0002_11,1,0.07056876,parietal
RMH0002_12,0,0.09794076,parietal
RMH0002_4,0,0.2182352,parietal
RMH0009_1,0,0.18728419,parietal
RMH0009_0,1,0.48332277,parietal
RMH0010_3,0,0.20724568,parietal
RMH0010_5,0,0.18612279,parietal
RMH0010_4,0,0.5057317,parietal
RMH0010_0,1,0.5436394,parietal
RMH0010_1,1,0.5340828,parietal
RMH0010_2,1,0.45607606,parietal
UAB0001_25,0,0.3714933,parietal
UAB0001_2,0,0.38960293,parietal
UAB0001_20,1,0.70738006,parietal
UAB0001_27,0,0.55606306,parietal
UAB0001_24,0,0.42856833,parietal
UAB0001_11,1,0.632367,parietal
UAB0001_14,0,0.3963808,parietal
UAB0001_18,0,0.18135324,parietal
UAB0001_15,0,0.36298907,parietal
UAB0001_0,1,0.540759,parietal
UAB0001_21,1,0.65242106,parietal
UAB0001_19,1,0.7860565,parietal
UAB0001_17,1,0.7946994,parietal
UAB0001_3,0,0.52979285,parietal
UAB0001_12,1,0.75561297,parietal
UAB0001_22,1,0.66175824,parietal
UAB0001_26,1,0.5051591,parietal
UAB0001_1,0,0.38202614,parietal
UAB0001_7,1,0.7871805,parietal
UAB0001_5,0,0.49954885,parietal
UAB0001_6,1,0.65211546,parietal
UAB0001_16,0,0.1608054,parietal
UAB0001_8,0,0.36113176,parietal
UAB0001_13,0,0.3318897,parietal
UAB0001_23,0,0.49938735,parietal
UAB0001_10,1,0.72168577,parietal
UAB0001_9,1,0.53049237,parietal
UAB0001_4,1,0.61770636,parietal
UAB0005_545,0,0.20896398,parietal
UAB0005_279,0,0.31783888,parietal
UAB0005_144,0,0.12933621,parietal
UAB0005_219,0,0.07502445,parietal
UAB0005_473,0,0.34898993,parietal
UAB0005_289,0,0.13637958,parietal
UAB0005_455,0,0.096070156,parietal
UAB0005_493,0,0.2592102,parietal
UAB0005_72,0,0.20351294,parietal
UAB0005_607,0,0.11618581,parietal
UAB0005_552,0,0.14063932,parietal
UAB0005_268,0,0.08775119,parietal
UAB0005_288,0,0.18226573,parietal
UAB0005_348,0,0.10076335,parietal
UAB0005_367,0,0.30818024,parietal
UAB0005_101,0,0.07420016,parietal
UAB0005_73,0,0.059600044,parietal
UAB0005_391,0,0.12889716,parietal
UAB0005_603,0,0.07295374,parietal
UAB0005_15,0,0.12595595,parietal
UAB0005_547,0,0.18556884,parietal
UAB0005_319,0,0.1209745,parietal
UAB0005_171,0,0.19073422,parietal
UAB0005_520,0,0.19737333,parietal
UAB0005_314,0,0.08491866,parietal
UAB0005_569,0,0.19008593,parietal
UAB0005_530,0,0.03222191,parietal
UAB0005_39,0,0.1879508,parietal
UAB0005_133,0,0.10363254,parietal
UAB0005_5,0,0.048937622,parietal
UAB0005_388,0,0.42609063,parietal
UAB0005_491,1,0.19463485,parietal
UAB0005_47,0,0.07654344,parietal
UAB0005_225,0,0.24887994,parietal
UAB0005_519,0,0.18432881,parietal
UAB0005_601,0,0.093309194,parietal
UAB0005_18,0,0.12961687,parietal
UAB0005_496,0,0.07721969,parietal
UAB0005_166,0,0.40132365,parietal
UAB0005_494,0,0.077594854,parietal
UAB0005_471,0,0.03074759,parietal
UAB0005_91,0,0.10755615,parietal
UAB0005_87,1,0.2838023,parietal
UAB0005_104,0,0.05765991,parietal
UAB0005_442,0,0.049033534,parietal
UAB0005_330,0,0.09967849,parietal
UAB0005_327,0,0.14108443,parietal
UAB0005_197,1,0.53766745,parietal
UAB0005_452,0,0.07106781,parietal
UAB0005_161,1,0.38232052,parietal
UAB0005_543,1,0.32351452,parietal
UAB0005_227,1,0.09731108,parietal
UAB0005_371,0,0.07400195,parietal
UAB0005_233,1,0.12479216,parietal
UAB0005_461,1,0.27520537,parietal
UAB0005_351,1,0.23873852,parietal
UAB0005_173,0,0.10922207,parietal
UAB0005_450,0,0.3378722,parietal
UAB0005_604,0,0.3959878,parietal
UAB0005_610,0,0.12269241,parietal
UAB0005_383,0,0.50725585,parietal
UAB0005_582,1,0.13183159,parietal
UAB0005_270,1,0.17050456,parietal
UAB0005_184,1,0.38077876,parietal
UAB0005_45,0,0.07426002,parietal
UAB0005_64,0,0.078113854,parietal
UAB0005_486,0,0.19161181,parietal
UAB0005_290,0,0.085390635,parietal
UAB0005_567,1,0.10335576,parietal
UAB0005_573,0,0.15490058,parietal
UAB0005_89,0,0.45466962,parietal
UAB0005_499,0,0.13975552,parietal
UAB0005_222,0,0.38029322,parietal
UAB0005_142,1,0.25402236,parietal
UAB0005_399,0,0.09291771,parietal
UAB0005_50,0,0.116778985,parietal
UAB0005_160,0,0.26420957,parietal
UAB0005_310,0,0.08987915,parietal
UAB0005_232,0,0.13765515,parietal
UAB0005_406,0,0.13104533,parietal
UAB0005_12,1,0.22781615,parietal
UAB0005_580,1,0.17090434,parietal
UAB0005_176,1,0.24876045,parietal
UAB0005_265,1,0.24259663,parietal
UAB0005_599,1,0.1358376,parietal
UAB0005_325,1,0.22768383,parietal
UAB0005_56,1,0.08131864,parietal
UAB0005_178,1,0.08632921,parietal
UAB0005_287,0,0.09778891,parietal
UAB0005_480,0,0.055901103,parietal
UAB0005_280,0,0.25049683,parietal
UAB0005_188,0,0.03088271,parietal
UAB0005_329,0,0.21090475,parietal
UAB0005_76,0,0.21993966,parietal
UAB0005_218,0,0.08758746,parietal
UAB0005_516,0,0.13350514,parietal
UAB0005_80,0,0.10315043,parietal
UAB0005_49,0,0.22827198,parietal
UAB0005_583,0,0.24251288,parietal
UAB0005_4,0,0.10261695,parietal
UAB0005_66,0,0.06564934,parietal
UAB0005_510,0,0.13220483,parietal
UAB0005_224,1,0.08156359,parietal
UAB0005_595,0,0.09926331,parietal
UAB0005_465,0,0.18764828,parietal
UAB0005_609,0,0.24289277,parietal
UAB0005_163,1,0.1868262,parietal
UAB0005_345,0,0.30222932,parietal
UAB0005_237,0,0.049032174,parietal
UAB0005_372,1,0.070481054,parietal
UAB0005_447,1,0.24229798,parietal
UAB0005_59,1,0.29930857,parietal
UAB0005_521,0,0.073040396,parietal
UAB0005_357,0,0.37007686,parietal
UAB0005_544,0,0.27934378,parietal
UAB0005_198,1,0.37934858,parietal
UAB0005_134,0,0.33220598,parietal
UAB0005_257,0,0.22721502,parietal
UAB0005_162,1,0.3056185,parietal
UAB0005_192,0,0.09734619,parietal
UAB0005_249,0,0.060081426,parietal
UAB0005_278,0,0.12966444,parietal
UAB0005_148,0,0.117957935,parietal
UAB0005_352,0,0.21660133,parietal
UAB0005_236,0,0.080894195,parietal
UAB0005_566,0,0.16309404,parietal
UAB0005_448,1,0.1709497,parietal
UAB0005_363,1,0.31250033,parietal
UAB0005_386,0,0.123573355,parietal
UAB0005_598,0,0.25526956,parietal
UAB0005_128,0,0.09372242,parietal
UAB0005_62,1,0.1646429,parietal
UAB0005_238,0,0.11002282,parietal
UAB0005_291,0,0.14982279,parietal
UAB0005_214,0,0.110633075,parietal
UAB0005_426,0,0.32013088,parietal
UAB0005_151,1,0.110226005,parietal
UAB0005_350,1,0.28086668,parietal
UAB0005_559,0,0.05462136,parietal
UAB0005_394,0,0.38602886,parietal
UAB0005_443,0,0.3091028,parietal
UAB0005_113,0,0.25407937,parietal
UAB0005_336,0,0.37502062,parietal
UAB0005_252,0,0.1550026,parietal
UAB0005_339,0,0.25581026,parietal
UAB0005_79,0,0.22650066,parietal
UAB0005_32,0,0.11645883,parietal
UAB0005_33,0,0.19097097,parietal
UAB0005_159,0,0.049318027,parietal
UAB0005_292,0,0.12832549,parietal
UAB0005_515,0,0.11589875,parietal
UAB0005_63,0,0.20975396,parietal
UAB0005_100,0,0.19846642,parietal
UAB0005_313,0,0.19975762,parietal
UAB0005_484,0,0.36268717,parietal
UAB0005_349,0,0.55167586,parietal
UAB0005_86,0,0.39659485,parietal
UAB0005_381,0,0.04992287,parietal
UAB0005_277,0,0.236846,parietal
UAB0005_459,0,0.12980427,parietal
UAB0005_421,0,0.08549157,parietal
UAB0005_438,0,0.17690213,parietal
UAB0005_123,0,0.17062645,parietal
UAB0005_405,0,0.12983027,parietal
UAB0005_181,0,0.3735912,parietal
UAB0005_451,0,0.09974481,parietal
UAB0005_7,0,0.09095367,parietal
UAB0005_346,0,0.38127652,parietal
UAB0005_518,0,0.28976706,parietal
UAB0005_146,0,0.10123483,parietal
UAB0005_395,0,0.063418604,parietal
UAB0005_505,0,0.16766532,parietal
UAB0005_322,0,0.31216154,parietal
UAB0005_34,0,0.032819107,parietal
UAB0005_30,0,0.15019313,parietal
UAB0005_323,0,0.17368652,parietal
UAB0005_312,0,0.3770275,parietal
UAB0005_481,0,0.067320324,parietal
UAB0005_285,1,0.37750837,parietal
UAB0005_483,0,0.16585794,parietal
UAB0005_3,0,0.06548512,parietal
UAB0005_579,0,0.30330008,parietal
UAB0005_333,0,0.14877565,parietal
UAB0005_204,0,0.129429,parietal
UAB0005_435,0,0.27857068,parietal
UAB0005_412,0,0.1449506,parietal
UAB0005_189,1,0.33624262,parietal
UAB0005_581,1,0.2138482,parietal
UAB0005_42,1,0.5103816,parietal
UAB0005_78,1,0.27080646,parietal
UAB0005_555,1,0.36571926,parietal
UAB0005_419,0,0.0483346,parietal
UAB0005_564,0,0.12808202,parietal
UAB0005_122,0,0.4701832,parietal
UAB0005_400,0,0.28441334,parietal
UAB0005_585,0,0.57259125,parietal
UAB0005_234,0,0.19326381,parietal
UAB0005_150,1,0.16205233,parietal
UAB0005_105,1,0.17193152,parietal
UAB0005_168,1,0.6528972,parietal
UAB0005_229,1,0.63105494,parietal
UAB0005_422,0,0.20030119,parietal
UAB0005_365,0,0.24872604,parietal
UAB0005_143,0,0.28296456,parietal
UAB0005_107,1,0.44520053,parietal
UAB0005_83,1,0.565388,parietal
UAB0005_170,1,0.5591725,parietal
UAB0005_526,1,0.4861713,parietal
UAB0005_223,1,0.27215776,parietal
UAB0005_26,1,0.38414803,parietal
UAB0005_309,1,0.39942908,parietal
UAB0005_174,1,0.43508962,parietal
UAB0005_85,1,0.54803985,parietal
UAB0005_247,1,0.5952555,parietal
UAB0005_614,1,0.6651484,parietal
UAB0005_522,1,0.22119084,parietal
UAB0005_203,1,0.19355392,parietal
UAB0005_326,1,0.3373224,parietal
UAB0005_374,1,0.59534425,parietal
UAB0005_514,1,0.38023186,parietal
UAB0005_263,1,0.18587704,parietal
UAB0005_334,1,0.14483944,parietal
UAB0005_571,1,0.19583753,parietal
UAB0005_264,1,0.48111948,parietal
UAB0005_156,1,0.30851668,parietal
UAB0005_51,1,0.5184932,parietal
UAB0005_488,0,0.6272276,parietal
UAB0005_428,0,0.22538602,parietal
UAB0005_118,1,0.6603798,parietal
UAB0005_254,1,0.51357514,parietal
UAB0005_425,1,0.34859946,parietal
UAB0005_593,0,0.28620714,parietal
UAB0005_245,1,0.30267277,parietal
UAB0005_368,1,0.50793743,parietal
UAB0005_490,1,0.1815053,parietal
UAB0005_489,1,0.40760696,parietal
UAB0005_525,0,0.2823419,parietal
UAB0005_193,0,0.47128552,parietal
UAB0005_119,1,0.7372104,parietal
UAB0005_353,0,0.5990209,parietal
UAB0005_304,0,0.5995075,parietal
UAB0005_116,1,0.69703597,parietal
UAB0005_424,0,0.44773126,parietal
UAB0005_600,1,0.51478726,parietal
UAB0005_500,1,0.19323975,parietal
UAB0005_439,1,0.21691348,parietal
UAB0005_172,1,0.39127117,parietal
UAB0005_463,1,0.2729328,parietal
UAB0005_149,1,0.49700162,parietal
UAB0005_497,0,0.11703589,parietal
UAB0005_102,0,0.6435359,parietal
UAB0005_403,0,0.35126084,parietal
UAB0005_205,0,0.051375292,parietal
UAB0005_390,1,0.51575583,parietal
UAB0005_306,1,0.61524385,parietal
UAB0005_258,1,0.69015545,parietal
UAB0005_303,1,0.44800842,parietal
UAB0005_81,1,0.20216276,parietal
UAB0005_379,1,0.43116534,parietal
UAB0005_462,1,0.16828927,parietal
UAB0005_112,1,0.49379754,parietal
UAB0005_158,1,0.5269021,parietal
UAB0005_195,1,0.46589154,parietal
UAB0005_61,1,0.3646967,parietal
UAB0005_139,1,0.5386548,parietal
UAB0005_137,1,0.57721466,parietal
UAB0005_138,1,0.5341523,parietal
UAB0005_418,0,0.24132645,parietal
UAB0005_377,0,0.23572019,parietal
UAB0005_532,0,0.45466623,parietal
UAB0005_427,1,0.5924088,parietal
UAB0005_9,1,0.14551395,parietal
UAB0005_16,1,0.6380899,parietal
UAB0005_209,1,0.49896646,parietal
UAB0005_253,1,0.47876197,parietal
UAB0005_24,1,0.15105058,parietal
UAB0005_445,1,0.51361555,parietal
UAB0005_588,0,0.3251216,parietal
UAB0005_507,1,0.30730107,parietal
UAB0005_527,1,0.777702,parietal
UAB0005_362,1,0.54587424,parietal
UAB0005_27,1,0.52085114,parietal
UAB0005_311,1,0.43977413,parietal
UAB0005_565,0,0.46266103,parietal
UAB0005_216,0,0.24697842,parietal
UAB0005_324,1,0.5715305,parietal
UAB0005_343,1,0.5757408,parietal
UAB0005_6,1,0.3664073,parietal
UAB0005_529,1,0.43801996,parietal
UAB0005_295,1,0.29747173,parietal
UAB0005_240,1,0.18062896,parietal
UAB0005_19,1,0.36313683,parietal
UAB0005_479,1,0.39268938,parietal
UAB0005_434,1,0.56039834,parietal
UAB0005_208,1,0.5552932,parietal
UAB0005_380,1,0.52973086,parietal
UAB0005_420,1,0.5615509,parietal
UAB0005_90,1,0.66191024,parietal
UAB0005_466,1,0.5913972,parietal
UAB0005_23,1,0.6323925,parietal
UAB0005_120,1,0.46765113,parietal
UAB0005_271,1,0.60911727,parietal
UAB0005_109,0,0.26874712,parietal
UAB0005_344,1,0.22642371,parietal
UAB0005_301,1,0.22299784,parietal
UAB0005_211,1,0.3501631,parietal
UAB0005_594,1,0.72279173,parietal
UAB0005_602,1,0.4289836,parietal
UAB0005_453,1,0.20689937,parietal
UAB0005_575,1,0.22713622,parietal
UAB0005_550,1,0.63256055,parietal
UAB0005_71,1,0.41518143,parietal
UAB0005_572,1,0.5420624,parietal
UAB0005_296,1,0.38749215,parietal
UAB0005_230,1,0.80386573,parietal
UAB0005_244,1,0.2521867,parietal
UAB0005_441,1,0.6531988,parietal
UAB0005_423,0,0.1524546,parietal
UAB0005_317,0,0.647004,parietal
UAB0005_474,1,0.5367981,parietal
UAB0005_613,0,0.44229466,parietal
UAB0005_235,0,0.2994937,parietal
UAB0005_606,1,0.6545586,parietal
UAB0005_331,1,0.4929503,parietal
UAB0005_58,1,0.3976613,parietal
UAB0005_75,1,0.47625127,parietal
UAB0005_242,1,0.45433584,parietal
UAB0005_125,1,0.60791916,parietal
UAB0005_359,1,0.19830006,parietal
UAB0005_206,1,0.24377495,parietal
UAB0005_132,1,0.34100693,parietal
UAB0005_537,1,0.47283748,parietal
UAB0005_308,1,0.4984539,parietal
UAB0005_433,1,0.42101577,parietal
UAB0005_512,0,0.5385156,parietal
UAB0005_11,1,0.652775,parietal
UAB0005_456,1,0.6907447,parietal
UAB0005_586,1,0.64162385,parietal
UAB0005_298,1,0.28201652,parietal
UAB0005_82,1,0.22069415,parietal
UAB0005_440,1,0.21609122,parietal
UAB0005_152,1,0.1239195,parietal
UAB0005_259,1,0.50442916,parietal
UAB0005_141,1,0.61737025,parietal
UAB0005_212,1,0.2698075,parietal
UAB0005_145,1,0.111381434,parietal
UAB0005_478,1,0.38494605,parietal
UAB0005_299,1,0.49615595,parietal
UAB0005_267,1,0.1659862,parietal
UAB0005_2,1,0.42918816,parietal
UAB0005_531,1,0.44444975,parietal
UAB0005_37,1,0.49413314,parietal
UAB0005_415,1,0.37400332,parietal
UAB0005_199,1,0.30371025,parietal
UAB0005_28,1,0.51915693,parietal
UAB0005_524,1,0.57397187,parietal
UAB0005_191,0,0.6156173,parietal
UAB0005_117,1,0.546277,parietal
UAB0005_284,1,0.26811007,parietal
UAB0005_129,1,0.15810643,parietal
UAB0005_589,1,0.3831547,parietal
UAB0005_332,1,0.16881375,parietal
UAB0005_202,1,0.4305159,parietal
UAB0005_169,1,0.08070186,parietal
UAB0005_570,1,0.51940185,parietal
UAB0005_467,1,0.49552172,parietal
UAB0005_52,0,0.63117564,parietal
UAB0005_8,1,0.34127858,parietal
UAB0005_302,1,0.59996897,parietal
UAB0005_487,1,0.60417616,parietal
UAB0005_53,1,0.4722708,parietal
UAB0005_77,1,0.74527407,parietal
UAB0005_502,1,0.29878908,parietal
UAB0005_557,1,0.25986522,parietal
UAB0005_558,1,0.50492144,parietal
UAB0005_576,1,0.5085374,parietal
UAB0005_241,1,0.3486359,parietal
UAB0005_375,1,0.5090071,parietal
UAB0005_251,1,0.620985,parietal
UAB0005_276,0,0.1587836,parietal
UAB0005_504,1,0.22009148,parietal
UAB0005_407,1,0.3960722,parietal
UAB0005_185,1,0.44683963,parietal
UAB0005_548,1,0.49846324,parietal
UAB0005_404,1,0.27403784,parietal
UAB0005_384,1,0.67536694,parietal
UAB0005_398,1,0.5026934,parietal
UAB0005_534,1,0.4492541,parietal
UAB0005_201,1,0.34087873,parietal
UAB0005_364,1,0.44782922,parietal
UAB0005_409,1,0.30466294,parietal
UAB0005_457,1,0.4866684,parietal
UAB0005_182,1,0.5824105,parietal
UAB0005_321,1,0.40172252,parietal
UAB0005_217,1,0.59457463,parietal
UAB0005_177,1,0.36062658,parietal
UAB0005_464,0,0.46042573,parietal
UAB0005_541,0,0.38031274,parietal
UAB0005_360,1,0.23799871,parietal
UAB0005_250,1,0.6037348,parietal
UAB0005_517,1,0.57042724,parietal
UAB0005_275,1,0.4281321,parietal
UAB0005_437,1,0.42019144,parietal
UAB0005_393,1,0.5948121,parietal
UAB0005_274,1,0.29439598,parietal
UAB0005_432,1,0.43428117,parietal
UAB0005_533,1,0.28168786,parietal
UAB0005_65,1,0.4021296,parietal
UAB0005_431,1,0.5615873,parietal
UAB0005_468,1,0.68065226,parietal
UAB0005_553,1,0.49935073,parietal
UAB0005_513,1,0.6422304,parietal
UAB0005_458,1,0.64540535,parietal
UAB0005_378,1,0.61557174,parietal
UAB0005_126,1,0.4006695,parietal
UAB0005_57,1,0.43666992,parietal
UAB0005_562,0,0.11351187,parietal
UAB0005_446,1,0.74380314,parietal
UAB0005_535,1,0.76451576,parietal
UAB0005_67,1,0.09668172,parietal
UAB0005_305,1,0.29697317,parietal
UAB0005_356,0,0.6543326,parietal
UAB0005_546,1,0.55310374,parietal
UAB0005_38,1,0.42003778,parietal
UAB0005_111,1,0.24181174,parietal
UAB0005_35,1,0.33275977,parietal
UAB0005_114,1,0.6234916,parietal
