event_file,label,pred,SpikeLocation,ChannelLocation
MEG0024_84,1,0.67625034,frontal,parietal
MEG0024_14,0,0.75215024,,parietal
MEG0024_214,0,0.6318144,,parietal
MEG0024_9,0,0.15363452,,parietal
MEG0024_20,1,0.30474624,frontal,parietal
MEG0024_104,1,0.6690545,frontal,parietal
MEG0024_216,0,0.38827267,,parietal
MEG0024_224,0,0.30044016,,parietal
MEG0024_60,1,0.48781517,temporal,parietal
MEG0024_96,1,0.32693073,temporal,parietal
MEG0024_198,1,0.8082269,temporal,parietal
MEG0024_194,1,0.7768608,temporal,parietal
MEG0024_5,0,0.5838158,,parietal
MEG0024_56,0,0.41547385,,parietal
MEG0024_183,1,0.29512155,frontal,parietal
MEG0024_117,1,0.5811193,frontal,parietal
MEG0024_120,0,0.29294902,,parietal
MEG0024_135,0,0.49818018,,parietal
MEG0024_85,1,0.8039632,frontal,parietal
MEG0024_175,1,0.6782262,frontal,parietal
MEG0024_155,0,0.33371732,,parietal
MEG0024_91,1,0.76155186,central,parietal
MEG0024_101,1,0.7844481,temporal,parietal
MEG0024_222,1,0.6231955,temporal,parietal
MEG0024_144,1,0.41227156,frontal,parietal
MEG0024_51,1,0.77656996,frontal,parietal
MEG0024_102,1,0.439244,frontal,parietal
MEG0024_99,1,0.752251,frontal,parietal
MEG0024_47,1,0.08900455,,parietal
MEG0024_34,0,0.5834733,,parietal
MEG0024_36,0,0.47659686,,parietal
MEG0024_149,0,0.17588392,,parietal
MEG0024_61,1,0.7730767,temporal,parietal
MEG0024_38,1,0.49678618,frontal,parietal
MEG0024_57,1,0.5675555,frontal,parietal
MEG0024_136,1,0.78226733,,parietal
MEG0024_50,1,0.38426262,frontal,parietal
MEG0024_17,0,0.33147895,,parietal
MEG0024_74,1,0.47607407,temporal,parietal
MEG0024_63,1,0.63332963,temporal,parietal
MEG0024_29,0,0.21052825,,parietal
MEG0024_208,0,0.060746502,,parietal
MEG0024_145,0,0.064804554,,parietal
MEG0024_163,0,0.025430733,,parietal
MEG0024_189,0,0.016985819,,parietal
MEG0024_2,0,0.019407779,,parietal
MEG0024_33,1,0.70263165,temporal,parietal
MEG0024_212,1,0.61458707,temporal,parietal
MEG0024_180,1,0.5269161,temporal,parietal
MEG0024_125,1,0.30439717,temporal,parietal
MEG0024_110,1,0.12384152,temporal,parietal
MEG0024_75,1,0.5816191,temporal,parietal
MEG0024_190,1,0.559626,temporal,parietal
MEG0024_118,1,0.06396506,temporal,parietal
MEG0024_219,0,0.7899971,,parietal
MEG0024_72,0,0.49560088,,parietal
MEG0024_181,0,0.42891803,,parietal
MEG0024_162,1,0.15351309,frontal,parietal
MEG0024_152,0,0.42657137,,parietal
MEG0024_171,0,0.12166171,,parietal
MEG0024_11,0,0.09382458,,parietal
MEG0024_59,0,0.26816875,,parietal
MEG0024_28,0,0.46933845,,parietal
MEG0024_191,0,0.11849891,,parietal
MEG0024_128,0,0.5543057,,parietal
MEG0024_13,1,0.34630963,frontal,parietal
MEG0024_133,1,0.4922467,temporal,parietal
MEG0024_54,1,0.6191243,frontal,parietal
MEG0024_138,1,0.73786247,frontal,parietal
MEG0024_41,1,0.26402617,frontal,parietal
MEG0024_103,0,0.23413974,,parietal
MEG0024_52,0,0.12611702,,parietal
MEG0024_220,0,0.30663186,,parietal
MEG0024_32,1,0.5902626,temporal,parietal
MEG0024_71,1,0.28054327,temporal,parietal
MEG0024_77,1,0.6632051,temporal,parietal
MEG0024_126,1,0.48789382,temporal,parietal
MEG0024_89,1,0.27094647,temporal,parietal
MEG0024_186,1,0.4710035,temporal,parietal
MEG0024_80,0,0.22382277,,parietal
MEG0024_225,0,0.6195558,,parietal
MEG0024_115,0,0.6924218,,parietal
MEG0024_88,0,0.21953395,,parietal
MEG0024_127,0,0.42463353,,parietal
MEG0024_195,0,0.48293215,,parietal
MEG0024_55,0,0.5423876,,parietal
MEG0024_122,1,0.47590342,temporal,parietal
MEG0024_158,0,0.3448024,,parietal
MEG0024_98,1,0.60442966,frontal,parietal
MEG0024_113,0,0.03459922,,parietal
MEG0024_95,0,0.8010386,,parietal
MEG0024_148,0,0.08783054,,parietal
MEG0024_116,0,0.076083325,,parietal
MEG0024_27,0,0.26272422,,parietal
MEG0024_53,0,0.021224681,,parietal
MEG0024_161,0,0.453852,,parietal
MEG0024_210,0,0.38054636,,parietal
MEG0024_3,0,0.018380217,,parietal
MEG0024_169,1,0.6406893,frontal,parietal
MEG0024_168,0,0.13012365,,parietal
MEG0024_6,1,0.5265308,temporal,parietal
MEG0024_106,0,0.1840536,,parietal
MEG0024_147,1,0.59116083,frontal,parietal
MEG0024_46,1,0.5380875,temporal,parietal
MEG0024_205,1,0.28929618,frontal,parietal
MEG0024_48,1,0.50322336,frontal,parietal
MEG0024_68,0,0.071223386,,parietal
MEG0024_218,0,0.3788072,,parietal
MEG0024_111,0,0.12430156,,parietal
MEG0024_223,1,0.4334602,temporal,parietal
MEG0024_160,1,0.6019474,temporal,parietal
MEG0024_166,0,0.074994765,,parietal
MEG0024_30,0,0.3369255,,parietal
MEG0024_132,0,0.34129933,,parietal
MEG0024_143,1,0.48924297,frontal,parietal
MEG0024_221,0,0.3277529,,parietal
MEG0024_107,1,0.4159404,frontal,parietal
MEG0024_229,0,0.16937092,,parietal
MEG0024_204,1,0.26231822,temporal,parietal
MEG0024_94,1,0.3345148,temporal,parietal
MEG0024_179,1,0.47688395,temporal,parietal
MEG0024_23,1,0.34328446,temporal,parietal
MEG0024_70,1,0.066322416,temporal,parietal
MEG0024_49,1,0.5605503,temporal,parietal
MEG0024_66,1,0.1955558,temporal,parietal
MEG0024_200,1,0.6843896,temporal,parietal
MEG0024_78,1,0.5010456,temporal,parietal
MEG0024_215,1,0.38959557,temporal,parietal
MEG0024_174,1,0.6606808,temporal,parietal
MEG0024_187,0,0.2807253,,parietal
MEG0024_177,0,0.43700153,,parietal
MEG0024_164,0,0.057265393,,parietal
MEG0024_193,1,0.7325237,temporal,parietal
MEG0024_211,1,0.37732744,temporal,parietal
MEG0024_93,1,0.5537789,temporal,parietal
MEG0024_44,0,0.65751004,,parietal
MEG0025_4,0,0.31901202,,parietal
MEG0025_17,0,0.621173,,parietal
MEG0025_16,0,0.68258995,,parietal
MEG0025_2,1,0.47972426,temporal,parietal
MEG0025_18,0,0.20814213,,parietal
MEG0025_21,1,0.6157814,,parietal
MEG0025_6,0,0.3604312,,parietal
MEG0025_22,0,0.025647914,,parietal
MEG0025_5,1,0.45719472,temporal,parietal
MEG0025_3,1,0.59859324,temporal,parietal
MEG0025_20,1,0.65257764,,parietal
MEG0025_9,1,0.4718619,temporal,parietal
MEG0025_13,0,0.38405734,,parietal
MEG0025_10,1,0.78197944,temporal,parietal
MEG0025_23,0,0.20719574,,parietal
MEG0025_8,1,0.53339654,temporal,parietal
MEG0025_11,0,0.3063174,,parietal
MEG0025_1,1,0.2579105,,parietal
MEG0025_19,1,0.39009792,temporal,parietal
MEG0025_15,0,0.112528704,,parietal
MEG0025_14,1,0.5457009,frontal,parietal
MEG0025_7,1,0.7143576,,parietal
MEG0025_0,0,0.003341063,,parietal
MEG0025_12,0,0.098923735,,parietal
MEG0026_13,0,0.017077263,,parietal
MEG0026_8,1,0.6207889,temporal,parietal
MEG0026_1,0,0.031343866,,parietal
MEG0026_14,1,0.27980065,temporal,parietal
MEG0026_11,0,0.031107161,,parietal
MEG0026_5,0,0.034668833,,parietal
MEG0026_15,0,0.014724885,,parietal
MEG0026_9,0,0.21023275,,parietal
MEG0026_12,1,0.6719315,,parietal
MEG0026_4,1,0.56192803,temporal,parietal
MEG0026_10,1,0.26766744,temporal,parietal
MEG0026_6,1,0.25342584,temporal,parietal
MEG0026_3,1,0.5305162,temporal,parietal
MEG0026_2,0,0.12193008,,parietal
MEG0026_7,1,0.68418896,temporal,parietal
MEG0026_0,0,0.00808308,,parietal
MEG0032_188,0,0.00914401,,parietal
MEG0032_383,0,0.052114032,,parietal
MEG0032_329,0,0.0077064005,,parietal
MEG0032_220,0,0.01602723,,parietal
MEG0032_249,0,0.09093695,,parietal
MEG0032_162,0,0.01715035,,parietal
MEG0032_56,0,0.051292602,,parietal
MEG0032_254,0,0.032698914,,parietal
MEG0032_264,0,0.024661925,,parietal
MEG0032_353,0,0.03805592,,parietal
MEG0032_198,1,0.41100657,temporal,parietal
MEG0032_221,0,0.060261894,,parietal
MEG0032_331,0,0.020701999,,parietal
MEG0032_290,0,0.0153673105,,parietal
MEG0032_140,0,0.0104258675,,parietal
MEG0032_110,0,0.018779334,,parietal
MEG0032_74,0,0.014436424,,parietal
MEG0032_203,0,0.06475984,,parietal
MEG0032_152,0,0.007834637,,parietal
MEG0032_19,0,0.053198114,,parietal
MEG0032_58,0,0.030877894,,parietal
MEG0032_394,0,0.021095296,,parietal
MEG0032_351,0,0.023223935,,parietal
MEG0032_229,0,0.045191802,,parietal
MEG0032_28,0,0.047414035,,parietal
MEG0032_86,0,0.03491492,,parietal
MEG0032_9,0,0.007818081,,parietal
MEG0032_367,0,0.100801535,,parietal
MEG0032_360,0,0.021648737,,parietal
MEG0032_260,0,0.18222241,,parietal
MEG0032_323,0,0.45835721,,parietal
MEG0032_121,0,0.03606762,,parietal
MEG0032_281,0,0.081021346,,parietal
MEG0032_219,0,0.07072998,,parietal
MEG0032_16,0,0.012858354,,parietal
MEG0032_163,0,0.011932455,,parietal
MEG0032_156,0,0.05116314,,parietal
MEG0032_43,1,0.68865556,temporal,parietal
MEG0032_168,0,0.17488497,,parietal
MEG0032_176,0,0.033902507,,parietal
MEG0032_231,0,0.021613488,,parietal
MEG0032_278,0,0.08787323,,parietal
MEG0032_90,0,0.033436865,,parietal
MEG0032_72,1,0.55432653,,parietal
MEG0032_282,1,0.38669744,temporal,parietal
MEG0032_277,1,0.62443084,temporal,parietal
MEG0032_341,1,0.61893654,temporal,parietal
MEG0032_171,0,0.011119155,,parietal
MEG0032_32,0,0.013552144,,parietal
MEG0032_111,0,0.0115109915,,parietal
MEG0032_149,0,0.026989823,,parietal
MEG0032_200,1,0.42955014,temporal,parietal
MEG0032_107,1,0.34036767,temporal,parietal
MEG0032_129,1,0.6905019,temporal,parietal
MEG0032_301,1,0.39219344,temporal,parietal
MEG0032_192,1,0.6741292,temporal,parietal
MEG0032_15,1,0.6210061,temporal,parietal
MEG0032_126,1,0.68008906,temporal,parietal
MEG0032_88,1,0.5185453,temporal,parietal
MEG0032_39,1,0.5859643,temporal,parietal
MEG0032_322,1,0.3450939,temporal,parietal
MEG0032_158,1,0.17189401,temporal,parietal
MEG0032_318,0,0.016535519,,parietal
MEG0032_238,0,0.015902609,,parietal
MEG0032_128,0,0.02221067,,parietal
MEG0032_50,0,0.12889065,,parietal
MEG0032_239,1,0.5643323,temporal,parietal
MEG0032_197,1,0.42248836,temporal,parietal
MEG0032_257,1,0.58695424,temporal,parietal
MEG0032_97,1,0.62416035,temporal,parietal
MEG0032_295,1,0.7474981,temporal,parietal
MEG0032_327,1,0.7411349,temporal,parietal
MEG0032_268,1,0.76222813,temporal,parietal
MEG0032_376,1,0.628849,temporal,parietal
MEG0032_165,1,0.7256114,temporal,parietal
MEG0032_10,1,0.5140528,temporal,parietal
MEG0032_321,1,0.64594114,temporal,parietal
MEG0032_359,1,0.46356672,temporal,parietal
MEG0032_377,1,0.59716856,temporal,parietal
MEG0032_70,1,0.5739719,temporal,parietal
MEG0032_14,1,0.7289305,temporal,parietal
MEG0032_150,1,0.588626,temporal,parietal
MEG0032_135,1,0.50812036,temporal,parietal
MEG0032_358,1,0.51782423,temporal,parietal
MEG0032_272,1,0.5273078,temporal,parietal
MEG0032_119,1,0.6960098,temporal,parietal
MEG0032_205,1,0.57067907,temporal,parietal
MEG0032_307,1,0.46959457,temporal,parietal
MEG0032_46,1,0.680026,temporal,parietal
MEG0032_223,1,0.6530762,temporal,parietal
MEG0032_81,1,0.6263115,temporal,parietal
MEG0032_189,1,0.49901953,temporal,parietal
MEG0032_167,1,0.62719864,temporal,parietal
MEG0032_226,1,0.7947715,temporal,parietal
MEG0032_161,1,0.614422,temporal,parietal
MEG0032_314,1,0.3784144,temporal,parietal
MEG0032_232,1,0.7056498,temporal,parietal
MEG0032_159,1,0.77926254,temporal,parietal
MEG0032_18,1,0.6021249,temporal,parietal
MEG0032_136,1,0.6494973,temporal,parietal
MEG0032_380,1,0.62463903,temporal,parietal
MEG0032_363,1,0.6017416,temporal,parietal
MEG0032_147,1,0.5745324,temporal,parietal
MEG0032_309,1,0.5049939,temporal,parietal
MEG0032_213,1,0.75099736,temporal,parietal
MEG0032_170,1,0.7415659,temporal,parietal
MEG0032_76,1,0.4725721,temporal,parietal
MEG0032_230,0,0.022726044,,parietal
MEG0032_234,1,0.5566201,temporal,parietal
MEG0032_328,1,0.59959596,temporal,parietal
MEG0032_306,1,0.5296839,temporal,parietal
MEG0032_288,1,0.37189773,temporal,parietal
MEG0032_173,1,0.43368745,temporal,parietal
MEG0032_139,1,0.55181223,temporal,parietal
MEG0032_326,0,0.6244893,,parietal
MEG0032_237,0,0.03676848,,parietal
MEG0032_44,0,0.03809748,,parietal
MEG0032_285,1,0.7002506,temporal,parietal
MEG0032_185,1,0.43415737,temporal,parietal
MEG0032_387,1,0.80609894,temporal,parietal
MEG0032_178,1,0.4770777,,parietal
MEG0032_364,1,0.55778235,temporal,parietal
MEG0032_228,0,0.52603,,parietal
MEG0032_216,0,0.22133157,,parietal
MEG0032_392,0,0.36770213,,parietal
MEG0032_75,1,0.54866385,temporal,parietal
MEG0032_3,1,0.71004426,temporal,parietal
MEG0032_386,1,0.54505664,temporal,parietal
MEG0032_84,1,0.66411597,temporal,parietal
MEG0032_388,1,0.60416937,temporal,parietal
MEG0032_38,1,0.56971616,temporal,parietal
MEG0032_248,1,0.668433,temporal,parietal
MEG0032_137,0,0.17618711,,parietal
MEG0032_42,0,0.08650683,,parietal
MEG0032_77,0,0.059290227,,parietal
MEG0032_242,1,0.6107525,,parietal
MEG0032_144,1,0.5587066,temporal,parietal
MEG0032_382,1,0.5935502,temporal,parietal
MEG0032_1,1,0.74408215,temporal,parietal
MEG0032_54,1,0.74179626,temporal,parietal
MEG0032_300,1,0.75646335,temporal,parietal
MEG0032_324,1,0.7009888,temporal,parietal
MEG0032_204,1,0.7009,temporal,parietal
MEG0032_233,1,0.69298846,temporal,parietal
MEG0032_95,1,0.5867196,temporal,parietal
MEG0032_303,0,0.2908169,,parietal
MEG0032_67,0,0.087055355,,parietal
MEG0032_182,0,0.014498571,,parietal
MEG0032_187,0,0.07195128,,parietal
MEG0032_27,0,0.02533161,,parietal
MEG0032_319,1,0.7713196,temporal,parietal
MEG0032_177,1,0.6951095,temporal,parietal
MEG0032_118,1,0.80461717,temporal,parietal
MEG0032_64,1,0.54758805,temporal,parietal
MEG0032_371,1,0.80326587,temporal,parietal
MEG0032_370,1,0.5975932,temporal,parietal
MEG0032_207,1,0.6916886,temporal,parietal
MEG0032_148,1,0.5179986,temporal,parietal
MEG0032_78,0,0.08257836,,parietal
MEG0032_390,0,0.0294603,,parietal
MEG0032_169,0,0.5152134,,parietal
MEG0032_22,0,0.0103391735,,parietal
MEG0032_325,0,0.3910252,,parietal
MEG0032_138,0,0.2493501,,parietal
MEG0032_267,0,0.042954084,,parietal
MEG0032_160,0,0.24547988,,parietal
MEG0032_20,0,0.034096215,,parietal
MEG0032_304,1,0.71590686,temporal,parietal
MEG0032_308,1,0.61268675,temporal,parietal
MEG0032_292,1,0.6488546,temporal,parietal
MEG0032_349,0,0.021061823,,parietal
MEG0032_255,0,0.022597073,,parietal
MEG0032_202,0,0.34795249,,parietal
MEG0032_332,0,0.015553334,,parietal
MEG0032_174,0,0.0282989,,parietal
MEG0032_335,0,0.118644856,,parietal
MEG0032_102,0,0.25159857,,parietal
MEG0032_354,0,0.01461061,,parietal
MEG0032_73,0,0.014978029,,parietal
MEG0032_4,0,0.012759086,,parietal
MEG0032_87,0,0.003433281,,parietal
MEG0032_362,0,0.53512824,,parietal
MEG0032_127,1,0.43441844,temporal,parietal
MEG0032_29,1,0.65480864,temporal,parietal
MEG0032_25,1,0.73431146,temporal,parietal
MEG0032_215,1,0.5933521,temporal,parietal
MEG0032_40,1,0.5457566,temporal,parietal
MEG0032_61,1,0.7812051,temporal,parietal
MEG0032_333,1,0.77789223,temporal,parietal
MEG0032_49,1,0.5551873,temporal,parietal
MEG0032_355,1,0.66639316,temporal,parietal
MEG0032_284,1,0.6341744,temporal,parietal
MEG0032_378,0,0.25586164,,parietal
MEG0032_279,0,0.33528557,,parietal
MEG0032_241,0,0.3182641,,parietal
MEG0032_51,0,0.03976946,,parietal
MEG0032_115,0,0.33055356,,parietal
MEG0032_262,0,0.22314054,,parietal
MEG0032_96,0,0.23733674,,parietal
MEG0032_316,0,0.22190103,,parietal
MEG0032_196,0,0.072242215,,parietal
MEG0032_261,0,0.053601358,,parietal
MEG0032_68,0,0.010938334,,parietal
MEG0032_123,0,0.01762188,,parietal
MEG0032_71,0,0.14259431,,parietal
MEG0032_194,0,0.47808835,,parietal
MEG0032_336,0,0.11760056,,parietal
MEG0032_384,0,0.026568796,,parietal
MEG0032_210,1,0.8049895,temporal,parietal
MEG0032_345,1,0.76797754,temporal,parietal
MEG0032_218,0,0.06092217,,parietal
MEG0032_175,0,0.02352523,,parietal
MEG0032_258,0,0.007085074,,parietal
MEG0032_106,0,0.046707343,,parietal
MEG0032_184,0,0.026743567,,parietal
MEG0032_104,0,0.016257934,,parietal
MEG0032_26,0,0.025600422,,parietal
MEG0032_180,1,0.72917,temporal,parietal
MEG0032_302,1,0.5519567,temporal,parietal
MEG0032_113,1,0.39087132,temporal,parietal
MEG0032_195,0,0.019116016,,parietal
MEG0032_346,0,0.022552172,,parietal
MEG0032_317,0,0.026443033,,parietal
MEG0032_146,0,0.008970504,,parietal
MEG0032_337,0,0.14400026,,parietal
MEG0032_55,0,0.016808791,,parietal
MEG0032_334,0,0.0482527,,parietal
MEG0032_283,0,0.031489514,,parietal
MEG0032_368,0,0.027604168,,parietal
MEG0032_222,0,0.03496292,,parietal
MEG0032_373,0,0.01839095,,parietal
MEG0032_338,0,0.12985052,,parietal
MEG0032_305,1,0.5403261,temporal,parietal
MEG0032_212,0,0.039149236,,parietal
MEG0032_343,0,0.018730305,,parietal
MEG0032_34,0,0.059725516,,parietal
MEG0032_99,1,0.45930687,temporal,parietal
MEG0032_269,1,0.49687603,,parietal
MEG0032_13,1,0.4740836,,parietal
MEG0032_259,1,0.45319608,temporal,parietal
MEG0032_374,1,0.58047324,,parietal
MEG0032_385,1,0.7154373,temporal,parietal
MEG0032_109,1,0.7220647,temporal,parietal
MEG0032_12,1,0.7374588,temporal,parietal
MEG0032_296,1,0.78373295,temporal,parietal
MEG0032_134,1,0.54395735,,parietal
MEG0032_53,1,0.45699129,,parietal
MEG0032_166,1,0.71936715,temporal,parietal
MEG0032_214,1,0.34189063,temporal,parietal
MEG0032_265,0,0.32505473,,parietal
MEG0032_105,1,0.537867,temporal,parietal
MEG0032_315,1,0.40419444,temporal,parietal
MEG0032_145,0,0.093463436,,parietal
MEG0032_286,0,0.013787822,,parietal
MEG0032_83,0,0.5905753,,parietal
MEG0032_252,0,0.38746724,,parietal
MEG0032_45,0,0.013919039,,parietal
MEG0032_63,0,0.18434343,,parietal
MEG0032_79,0,0.05195808,,parietal
MEG0032_142,1,0.4987321,temporal,parietal
MEG0032_275,1,0.71223235,temporal,parietal
MEG0032_389,1,0.607724,,parietal
MEG0032_80,1,0.7169887,temporal,parietal
MEG0032_108,1,0.4582301,temporal,parietal
MEG0032_247,1,0.49436343,temporal,parietal
MEG0032_131,1,0.59265596,temporal,parietal
MEG0032_313,1,0.51995045,temporal,parietal
MEG0032_372,1,0.5875753,temporal,parietal
MEG0032_340,1,0.7581868,temporal,parietal
MEG0032_350,1,0.75643235,temporal,parietal
MEG0032_244,1,0.54486185,temporal,parietal
MEG0032_52,1,0.6998775,temporal,parietal
MEG0032_57,1,0.6909944,temporal,parietal
MEG0032_339,0,0.011298291,,parietal
MEG0032_132,0,0.01925838,,parietal
MEG0032_361,0,0.47364348,,parietal
MEG0032_23,0,0.023622617,,parietal
MEG0032_352,0,0.0629838,,parietal
MEG0032_393,0,0.08580923,,parietal
MEG0032_186,0,0.27535674,,parietal
MEG0032_122,0,0.17277485,,parietal
MEG0032_98,0,0.23889251,,parietal
MEG0032_103,0,0.023684438,,parietal
MEG0032_30,0,0.057376213,,parietal
MEG0032_293,0,0.03294859,,parietal
MEG0032_7,0,0.022568887,,parietal
MEG0032_155,0,0.008358359,,parietal
MEG0032_366,0,0.04005539,,parietal
MEG0032_298,0,0.15880485,,parietal
MEG0032_94,0,0.023310015,,parietal
MEG0032_11,1,0.49591303,temporal,parietal
MEG0032_344,0,0.06491882,,parietal
MEG0032_112,0,0.0913961,,parietal
MEG0032_235,0,0.005554353,,parietal
MEG0032_199,0,0.017129367,,parietal
MEG0032_181,1,0.4060725,,parietal
MEG0032_89,1,0.6307627,temporal,parietal
MEG0032_246,1,0.55909276,temporal,parietal
MEG0032_130,1,0.63390535,temporal,parietal
MEG0032_41,1,0.82237846,temporal,parietal
MEG0032_297,1,0.73417634,temporal,parietal
MEG0032_164,1,0.75805545,temporal,parietal
MEG0032_143,1,0.7236035,temporal,parietal
MEG0032_312,1,0.6220385,temporal,parietal
MEG0032_209,1,0.49223697,temporal,parietal
MEG0032_236,1,0.3832235,temporal,parietal
MEG0032_125,1,0.59744966,temporal,parietal
MEG0032_92,1,0.6510461,temporal,parietal
MEG0032_153,1,0.68001926,temporal,parietal
MEG0032_31,1,0.6427135,temporal,parietal
MEG0032_245,0,0.031221915,,parietal
MEG0032_69,0,0.10429441,,parietal
MEG0032_225,0,0.011814445,,parietal
MEG0032_117,0,0.27550617,,parietal
MEG0032_211,1,0.43368548,temporal,parietal
MEG0032_263,0,0.013911947,,parietal
MEG0032_365,0,0.14231783,,parietal
MEG0032_157,0,0.018952077,,parietal
MEG0032_276,0,0.019682383,,parietal
MEG0032_395,0,0.09205785,,parietal
MEG0032_2,0,0.17313784,,parietal
MEG0032_271,0,0.06900113,,parietal
MEG0032_369,0,0.022335123,,parietal
MEG0032_270,0,0.36160693,,parietal
MEG0032_93,0,0.252614,,parietal
MEG0032_0,0,0.1289803,,parietal
MEG0032_6,0,0.01749616,,parietal
MEG0032_243,1,0.53081024,temporal,parietal
MEG0032_310,1,0.5888289,temporal,parietal
MEG0032_217,1,0.54873884,temporal,parietal
MEG0032_289,1,0.550245,temporal,parietal
MEG0032_37,1,0.4713859,temporal,parietal
MEG0032_256,1,0.59901875,temporal,parietal
MEG0032_291,1,0.6067,temporal,parietal
MEG0032_154,1,0.6222841,temporal,parietal
MEG0032_141,1,0.68165827,temporal,parietal
MEG0032_21,1,0.754515,temporal,parietal
MEG0032_356,1,0.64720803,temporal,parietal
MEG0032_101,1,0.730879,temporal,parietal
MEG0032_35,1,0.6098112,temporal,parietal
MEG0032_36,1,0.5923868,temporal,parietal
MEG0032_82,1,0.65059686,temporal,parietal
MEG0032_206,1,0.7510361,temporal,parietal
MEG0032_191,0,0.038130186,,parietal
MEG0032_280,0,0.010435692,,parietal
MEG0032_320,0,0.24750796,,parietal
MEG0032_379,0,0.3995118,,parietal
MEG0032_193,0,0.07457947,,parietal
MEG0032_124,0,0.054285787,,parietal
MEG0032_24,0,0.004595384,,parietal
MEG0032_183,0,0.012506897,,parietal
MEG0032_48,0,0.028964015,,parietal
MEG0032_60,1,0.48663825,temporal,parietal
MEG0032_299,1,0.3706609,temporal,parietal
MEG0032_120,1,0.5719934,temporal,parietal
MEG0032_240,1,0.6640146,,parietal
MEG0032_62,1,0.78583944,,parietal
MEG0032_65,1,0.74489284,,parietal
MEG0032_201,1,0.7798802,,parietal
MEG0032_85,1,0.72442997,temporal,parietal
MEG0032_8,1,0.7062371,temporal,parietal
MEG0032_381,1,0.6713162,temporal,parietal
MEG0032_59,1,0.6025213,temporal,parietal
MEG0032_5,1,0.70326567,temporal,parietal
MEG0032_250,0,0.39184025,,parietal
MEG0032_133,0,0.46454474,,parietal
MEG0032_347,0,0.039213724,,parietal
MEG0032_253,0,0.266978,,parietal
MEG0032_273,0,0.06273668,,parietal
MEG0032_294,0,0.52492195,,parietal
MEG0032_342,0,0.24173914,,parietal
MEG0032_251,0,0.2632651,,parietal
MEG0032_224,0,0.55623835,,parietal
MEG0032_375,0,0.168649,,parietal
MEG0032_274,1,0.6085057,temporal,parietal
MEG0032_33,1,0.5845648,temporal,parietal
MEG0032_311,1,0.5867262,temporal,parietal
MEG0032_287,1,0.6710641,temporal,parietal
MEG0032_357,1,0.75288844,temporal,parietal
MEG0032_151,1,0.7386786,temporal,parietal
MEG0032_190,0,0.533432,,parietal
MEG0032_179,0,0.5171384,,parietal
MEG0032_208,0,0.7572301,,parietal
MEG0032_330,0,0.2106884,,parietal
MEG0032_47,0,0.68350166,,parietal
MEG0032_348,0,0.2234802,,parietal
MEG0032_100,0,0.029311376,,parietal
MEG0032_116,1,0.47331244,temporal,parietal
MEG0032_172,1,0.43535915,temporal,parietal
MEG0032_266,1,0.5021829,temporal,parietal
MEG0032_91,1,0.6572133,temporal,parietal
MEG0032_17,1,0.5936484,temporal,parietal
MEG0032_391,0,0.038630284,,parietal
MEG0032_227,0,0.1492473,,parietal
MEG0032_114,0,0.22802499,,parietal
MEG0032_66,0,0.6178011,,parietal
MESC0007_2,0,0.31893176,,parietal
MESC0007_0,1,0.25856358,temporal,parietal
MESC0007_3,1,0.4480054,temporal,parietal
MESC0007_1,0,0.26996374,,parietal
MESC0013_1,0,0.6383985,,parietal
MESC0013_6,1,0.37529624,occipital,parietal
MESC0013_0,0,0.35964808,,parietal
MESC0013_7,0,0.31043625,,parietal
MESC0013_2,1,0.10143462,temporal,parietal
MESC0013_3,1,0.2164403,temporal,parietal
MESC0013_5,0,0.3381063,,parietal
MESC0013_4,1,0.51865214,temporal,parietal
MGH0002_1,0,0.1291421,,parietal
MGH0002_3,0,0.26985672,,parietal
MGH0002_0,1,0.4141715,,parietal
MGH0002_2,1,0.4149684,,parietal
MUSC0004_3,1,0.4462439,temporal,parietal
MUSC0004_1,1,0.65582544,temporal,parietal
MUSC0004_0,0,0.05520411,,parietal
MUSC0004_2,0,0.112546384,,parietal
NYU0014_48,0,0.019275906,,parietal
NYU0014_5,0,0.05383157,,parietal
NYU0014_34,1,0.13296822,temporal,parietal
NYU0014_30,1,0.1745589,temporal,parietal
NYU0014_27,1,0.34939194,temporal,parietal
NYU0014_16,0,0.13793738,,parietal
NYU0014_59,1,0.18378715,temporal,parietal
NYU0014_10,1,0.46158177,frontal,parietal
NYU0014_66,0,0.42461178,,parietal
NYU0014_49,1,0.36156029,frontal,parietal
NYU0014_51,0,0.446826,,parietal
NYU0014_60,1,0.27428412,,parietal
NYU0014_33,1,0.47039244,frontal,parietal
NYU0014_19,1,0.30790514,,parietal
NYU0014_53,1,0.4585104,temporal,parietal
NYU0014_68,1,0.20468727,,parietal
NYU0014_43,1,0.36767393,temporal,parietal
NYU0014_39,0,0.019198729,,parietal
NYU0014_45,0,0.24475707,,parietal
NYU0014_17,0,0.17672868,,parietal
NYU0014_36,0,0.105508596,,parietal
NYU0014_40,0,0.3699073,,parietal
NYU0014_22,0,0.40820414,,parietal
NYU0014_31,1,0.38919288,temporal,parietal
NYU0014_11,1,0.30161002,,parietal
NYU0014_3,1,0.5744953,temporal,parietal
NYU0014_35,1,0.32273087,frontal,parietal
NYU0014_26,0,0.35577905,,parietal
NYU0014_24,0,0.3343645,,parietal
NYU0014_42,1,0.44285253,frontal,parietal
NYU0014_64,1,0.3544296,frontal,parietal
NYU0014_32,0,0.045664158,,parietal
